,Player,Eligible,Hall_of_Fame,MVP,Finals_MVP,NBA_Champ,All_NBA,All_Defensive,Def_POY,All_Star,Scoring_Champ,TRB_Champ,AST_Champ,STL_Champ,BLK_Champ,All_ABA,ABA_Champ,ROY,FG_per_game,FGA_per_game,3P_per_game,3PA_per_game,2P_per_game,2PA_per_game,FT_per_game,FTA_per_game,ORB_per_game,DRB_per_game,TRB_per_game,AST_per_game,STL_per_game,BLK_per_game,PTS_per_game,G_totals,GS_totals,FG_totals,FGA_totals,FG%_totals,3P_totals,3PA_totals,3P%_totals,2P_totals,2PA_totals,2P%_totals,eFG%_totals,FT_totals,FTA_totals,FT%_totals,ORB_totals,DRB_totals,TRB_totals,AST_totals,STL_totals,BLK_totals,PTS_totals,Trp_Dbl_totals,PER_advanced,TS%_advanced,OWS_advanced,DWS_advanced,WS_advanced,WS/48_advanced,OBPM_advanced,DBPM_advanced,BPM_advanced,VORP_advanced
737,Ahmad Caver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,0,0,0,0,0,2,,76.2,1.000,0.0,0.0,0.0,1.204,31.0,5.9,36.9,0.0
738,Cedric Ceballos,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.6,11.2,0.4,1.2,5.2,10.0,2.7,3.6,2.1,3.3,5.3,1.2,0.7,0.3,14.3,609,313,3414,6824,.500,235,760,.309,3179,6064,.524,.518,1630,2165,.753,1252,2006,3258,723,450,183,8693,,19.3,.559,26.3,14.1,40.4,.132,2.1,-1.4,0.7,10.1
739,John Celestand,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,2.8,0.1,0.6,0.8,2.3,0.3,0.4,0.1,0.6,0.7,1.3,0.4,0.0,2.3,16,0,15,45,.333,2,9,.222,13,36,.361,.356,5,6,.833,1,10,11,20,7,0,37,,2.7,.388,-0.4,0.2,-0.1,-0.038,-7.7,0.1,-7.6,-0.3
740,Al Cervi,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,5.6,,,,,3.9,4.6,,,1.8,3.2,,,7.9,202,,405,1128,.359,,,,,,,,781,931,.839,,,261,648,,,1591,,21.1,.517,16.0,5.9,21.9,.308,,,,
741,Lionel Chalmers,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,3.5,0.3,1.4,0.8,2.1,0.4,0.7,0.1,0.8,0.9,1.4,0.4,0.0,3.1,36,0,42,125,.336,12,49,.245,30,76,.395,.384,15,24,.625,4,27,31,51,13,0,111,,6.5,.409,-0.5,0.2,-0.2,-0.025,-3.9,-1.4,-5.3,-0.4
742,Mario Chalmers,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,7.2,1.2,3.3,1.8,3.9,1.7,2.2,0.3,2.1,2.5,3.7,1.5,0.2,8.9,646,400,1936,4641,.417,755,2153,.351,1181,2488,.475,.498,1116,1407,.793,211,1374,1585,2412,950,103,5743,,12.7,.546,12.0,20.3,32.3,.090,-1.5,0.9,-0.6,5.9
743,Bill Chamberlain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,5.3,0.0,0.2,2.1,5.2,1.0,1.5,1.2,1.3,2.5,1.4,0.7,0.4,5.3,78,,169,412,.410,2,8,.250,167,404,.413,.413,75,115,.652,94,104,198,113,20,12,415,,10.6,.449,-0.9,1.4,0.5,.025,-1.8,0.4,-1.4,0.1
744,Wilt Chamberlain,1,1,4,1,2,10,2,0,13,7,11,1,0,0,0,0,1,12.1,22.5,,,,,5.8,11.4,,,22.9,4.4,,,30.1,1045,,12681,23497,.540,,,,,,,,6057,11862,.511,,,23924,4643,,,31419,78,26.2,.547,153.3,93.9,247.3,.248,,,,
745,Jerry Chambers,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,7.9,0.0,0.1,3.5,7.9,1.4,1.8,1.5,2.1,3.2,0.8,0.3,0.1,8.3,320,,1115,2534,.440,2,10,.200,1113,2524,.441,.440,435,562,.774,120,173,1032,270,11,3,2667,,13.2,.479,1.9,3.3,5.2,.049,-0.7,-0.2,-0.9,0.2
746,Tom Chambers,1,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,6.7,14.2,0.2,0.7,6.5,13.6,4.6,5.7,1.8,4.3,6.1,2.1,0.8,0.6,18.1,1107,743,7378,15749,.468,227,740,.307,7151,15009,.476,.476,5066,6274,.807,1942,4761,6703,2283,885,627,20049,,16.5,.542,46.7,32.3,79.0,.112,0.3,-0.9,-0.6,12.0
747,Justin Champagnie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.9,0.3,0.8,0.6,1.1,0.3,0.3,1.0,1.0,2.0,0.3,0.2,0.1,2.3,36,0,31,67,.463,10,28,.357,21,39,.538,.537,9,9,1.000,37,35,72,11,8,4,81,,13.6,.571,0.5,0.3,0.8,.138,-1.3,-0.7,-2.0,0.0
748,Mike Champion,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,3,.000,0,1,.000,0,2,.000,.000,0,0,,0,0,0,0,0,0,0,,-43.7,.000,-0.1,0.0,-0.1,-0.952,-49.1,-18.5,-67.6,-0.1
749,Tyson Chandler,0,0,0,0,1,1,3,1,1,0,0,0,0,0,0,0,0,3.1,5.1,0.0,0.0,3.1,5.1,2.1,3.2,3.0,6.0,9.0,0.8,0.5,1.2,8.2,1160,886,3558,5964,.597,0,11,.000,3558,5953,.598,.597,2393,3714,.644,3529,6938,10467,967,630,1335,9509,,16.1,.626,56.3,45.8,102.1,.155,-0.3,0.5,0.1,16.9
750,Wilson Chandler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,10.9,1.3,3.8,3.5,7.1,1.6,2.0,1.1,4.2,5.3,1.8,0.7,0.6,12.5,676,483,3270,7382,.443,874,2560,.341,2396,4822,.497,.502,1049,1363,.770,766,2808,3574,1205,470,414,8463,,12.8,.530,15.2,13.7,29.0,.069,-0.7,-0.7,-1.3,3.5
751,Don Chaney,1,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,3.4,7.8,0.0,0.1,3.4,7.8,1.6,2.0,1.6,1.9,4.0,2.2,1.2,0.5,8.4,790,0,2704,6195,.436,2,10,.200,2702,6185,.437,.437,1253,1614,.776,748,894,3147,1762,558,232,6663,,11.6,.482,11.4,24.9,36.3,.092,-1.5,1.1,-0.5,4.1
752,John Chaney,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,5.4,,,,,1.3,1.8,,,,1.3,,,4.4,16,,25,86,.291,,,,,,,,20,29,.690,,,,20,,,70,,,.354,-0.2,0.1,-0.1,,,,,
753,Rex Chapman,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,13.0,1.2,3.5,4.4,9.5,2.2,2.8,0.6,1.9,2.5,2.7,0.9,0.2,14.6,666,490,3716,8638,.430,805,2301,.350,2911,6337,.459,.477,1494,1868,.800,379,1266,1645,1798,592,129,9731,,13.9,.514,15.0,9.8,24.7,.061,0.2,-1.2,-1.0,5.2
754,Wayne Chapman,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,7.0,0.1,0.5,2.5,6.4,1.5,2.1,0.9,1.5,2.5,1.5,,,7.0,206,,550,1436,.383,28,109,.257,522,1327,.393,.393,304,440,.691,187,318,505,316,,,1432,,8.8,.439,-2.3,3.4,1.1,.016,,,,
755,Len Chappell,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.6,8.1,0.0,0.0,3.6,8.1,2.0,2.9,1.8,2.2,5.1,0.8,,,9.3,670,,2443,5409,.452,0,0,,2443,5409,.452,.452,1341,1925,.697,146,172,3431,503,,,6227,,15.6,.498,13.6,8.3,21.9,.088,,,,
756,Ken Charles,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,7.6,,,,,1.8,2.3,0.6,1.4,2.0,2.5,1.3,0.4,8.5,322,,1083,2458,.441,,,,,,,,581,736,.789,198,442,640,806,407,128,2747,,11.9,.494,3.7,6.0,9.8,.061,-1.6,0.6,-1.0,2.0
757,Lorenzo Charles,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,2.4,0.0,0.0,1.4,2.4,0.7,1.0,0.4,0.7,1.1,0.2,0.1,0.2,3.4,36,0,49,88,.557,0,0,,49,88,.557,.557,24,36,.667,13,26,39,8,2,6,122,,11.5,.587,0.3,0.2,0.5,.086,-1.0,-0.6,-1.6,0.0
758,Joe Chealey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,2.0,0.0,0.8,0.2,1.2,0.4,0.4,0.0,0.0,0.0,0.4,0.8,0.0,0.8,5,0,1,10,.100,0,4,.000,1,6,.167,.100,2,2,1.000,0,0,0,2,4,0,4,,-1.9,.184,-0.2,0.0,-0.1,-0.167,-13.2,0.2,-12.9,-0.1
759,Calbert Cheaney,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,8.8,0.2,0.8,3.8,7.9,1.1,1.6,0.9,2.3,3.2,1.7,0.8,0.2,9.5,825,498,3366,7227,.466,204,684,.298,3162,6543,.483,.480,890,1288,.691,732,1878,2610,1398,659,198,7826,,11.0,.502,9.3,13.9,23.1,.050,-2.1,-0.4,-2.5,-2.9
760,Zylan Cheatham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,2.4,0.0,0.6,1.2,1.8,0.0,0.0,0.6,1.2,1.8,0.6,0.2,0.2,2.4,5,0,6,12,.500,0,3,.000,6,9,.667,.500,0,0,,3,6,9,3,1,1,12,,4.0,.500,-0.1,0.0,0.0,-0.024,-7.8,-1.5,-9.3,-0.1
761,Maurice Cheeks,1,1,0,0,1,0,5,0,4,0,0,0,0,0,0,0,0,4.5,8.5,0.1,0.2,4.4,8.3,2.1,2.7,0.6,2.2,2.8,6.7,2.1,0.3,11.1,1101,978,4906,9374,.523,52,204,.255,4854,9170,.529,.526,2331,2938,.793,713,2375,3088,7392,2310,294,12195,1,16.5,.572,60.9,42.6,103.5,.143,1.2,1.6,2.8,42.1
762,Phil Chenier,1,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,7.1,16.0,0.1,0.3,7.1,16.0,2.9,3.6,0.9,2.7,3.6,3.0,1.6,0.6,17.2,578,,4120,9271,.444,6,15,.400,4114,9256,.444,.445,1685,2091,.806,366,1141,2063,1742,682,238,9931,,15.3,.487,16.7,22.6,39.3,.099,0.6,0.7,1.3,11.5
763,Will Cherry,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,2.4,0.3,1.1,0.4,1.3,0.4,0.8,0.1,0.5,0.6,1.0,0.8,0.1,1.9,8,0,5,19,.263,2,9,.222,3,10,.300,.316,3,6,.500,1,4,5,8,6,1,15,,5.8,.347,-0.1,0.1,0.0,-0.021,-7.5,1.5,-6.0,-0.1
764,Derrick Chievous,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,5.8,0.1,0.2,2.5,5.6,1.8,2.4,1.0,1.3,2.4,0.7,0.5,0.1,7.1,154,1,399,900,.443,8,33,.242,391,867,.451,.448,280,371,.755,160,204,364,110,77,17,1086,,11.8,.511,0.2,2.5,2.7,.057,-2.2,-0.9,-3.2,-0.7
765,Pete Chilcutt,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.8,4.1,0.3,0.8,1.5,3.2,0.4,0.5,1.1,2.2,3.3,0.8,0.5,0.4,4.3,584,55,1044,2368,.441,188,494,.381,856,1874,.457,.481,218,313,.696,663,1272,1935,488,267,210,2494,,11.9,.498,3.8,6.8,10.6,.060,-1.4,-0.5,-1.8,0.3
766,Josh Childress,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,6.6,0.3,0.8,3.2,5.8,2.0,2.5,1.9,2.9,4.7,1.6,0.9,0.5,9.1,391,70,1343,2571,.522,99,301,.329,1244,2270,.548,.542,763,980,.779,732,1118,1850,609,339,184,3548,,15.6,.591,19.7,6.0,25.7,.118,1.1,-0.3,0.8,7.4
767,Randolph Childress,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.3,0.4,1.3,0.4,1.0,0.5,0.7,0.0,0.5,0.5,1.0,0.3,0.0,2.4,51,0,39,119,.328,18,66,.273,21,53,.396,.403,28,35,.800,2,23,25,49,17,1,124,,5.9,.461,-0.7,0.5,-0.2,-0.026,-5.4,-0.2,-5.7,-0.4
768,Chris Childs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,5.9,0.7,2.0,1.7,3.9,1.4,1.7,0.4,2.1,2.4,4.9,0.9,0.1,6.9,541,137,1288,3196,.403,372,1082,.344,916,2114,.433,.461,762,934,.816,196,1112,1308,2633,490,54,3710,2,11.2,.514,6.9,16.0,22.9,.081,-1.8,0.7,-1.1,2.9
769,Chris Chiozza,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.2,3.5,0.6,1.9,0.6,1.6,0.2,0.3,0.2,1.0,1.3,2.4,0.5,0.1,3.3,91,4,112,317,.353,59,172,.343,53,145,.366,.446,20,25,.800,22,95,117,217,42,11,303,,9.3,.462,-0.3,1.1,0.8,.035,-2.8,0.0,-2.8,-0.2
770,Leroy Chollet,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,3.7,,,,,0.7,1.2,,,1.1,0.8,,,2.9,63,,67,230,.291,,,,,,,,47,75,.627,,,15,49,,,181,,,.344,-0.7,0.9,0.2,,,,,
771,Jim Chones,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.3,11.2,0.0,0.0,5.3,11.2,1.8,2.6,2.2,6.0,8.2,1.6,0.6,1.1,12.5,788,13,4210,8800,.478,0,9,.000,4210,8791,.479,.478,1401,2061,.680,1736,4691,6427,1292,391,774,9821,,13.9,.506,18.7,27.1,45.8,.093,-0.7,-0.2,-0.9,6.0
772,Marquese Chriss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,6.2,0.6,1.9,2.3,4.3,1.3,2.0,1.2,3.4,4.7,1.0,0.6,0.8,7.6,292,147,830,1822,.456,161,555,.290,669,1267,.528,.500,385,577,.667,362,1004,1366,298,187,227,2206,,13.4,.531,1.1,5.4,6.5,.058,-2.4,0.1,-2.4,-0.5
773,Fred Christ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,3.0,,,,,1.7,1.8,,,1.3,1.2,,,3.3,6,,5,18,.278,,,,,,,,10,11,.909,,,8,7,,,20,,17.1,.438,0.0,0.0,0.1,.085,,,,
774,Cal Christensen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,5.1,,,,,1.8,3.0,,,5.5,1.6,,,5.2,291,,486,1471,.330,,,,,,,,535,883,.606,,,1587,460,,,1507,,12.0,.405,0.2,8.0,8.2,.060,,,,
775,Bob Christian,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,2.9,0.0,0.0,1.4,2.9,1.0,1.4,1.0,3.1,4.1,0.8,0.2,0.4,3.8,248,,347,715,.485,0,0,,347,715,.485,.485,250,355,.704,86,256,1005,203,19,32,944,,12.3,.542,3.3,2.3,5.7,.090,-1.7,-0.2,-1.9,0.0
776,Doug Christie,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3.9,9.2,1.0,2.7,2.9,6.4,2.4,3.0,1.0,3.1,4.1,3.6,1.9,0.5,11.2,827,708,3238,7604,.426,805,2272,.354,2433,5332,.456,.479,2020,2460,.821,797,2585,3382,2992,1555,392,9301,,14.6,.535,26.6,29.1,55.7,.102,-0.2,1.3,1.1,20.7
777,Dionte Christmas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,2.0,0.3,1.0,0.4,1.0,0.6,0.8,0.4,0.8,1.2,0.3,0.1,0.1,2.3,31,0,22,62,.355,9,31,.290,13,31,.419,.427,18,24,.750,13,25,38,8,2,3,71,,11.1,.489,0.2,0.1,0.3,.083,-0.5,-1.3,-1.8,0.0
778,Rakeem Christmas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1.5,0.0,0.0,0.7,1.5,0.7,1.0,0.9,1.0,1.9,0.1,0.1,0.2,2.1,30,0,21,45,.467,0,0,,21,45,.467,.467,21,29,.724,27,30,57,4,3,6,63,,11.0,.545,0.3,0.2,0.5,.105,-3.8,-0.9,-4.7,-0.2
779,Semaj Christon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,3.5,0.2,1.0,1.0,2.5,0.3,0.5,0.3,1.1,1.4,2.0,0.4,0.1,2.9,64,1,77,223,.345,12,63,.190,65,160,.406,.372,17,31,.548,19,68,87,130,28,7,183,,5.7,.387,-0.7,0.8,0.1,.006,-4.8,-0.3,-5.1,-0.8
780,Josh Christopher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,6.8,0.8,2.6,2.3,4.2,1.1,1.5,0.7,1.8,2.5,2.0,0.9,0.2,7.9,74,2,224,500,.448,56,189,.296,168,311,.540,.504,83,113,.735,52,134,186,150,65,13,587,,12.2,.534,-0.4,0.7,0.3,.010,-2.2,-1.3,-3.5,-0.5
781,Patrick Christopher,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,3.0,0.0,1.0,0.8,2.0,0.0,0.0,0.5,1.0,1.5,0.0,0.3,0.0,1.5,4,1,3,12,.250,0,4,.000,3,8,.375,.250,0,0,,2,4,6,0,1,0,6,,-2.6,.250,-0.1,0.0,-0.1,-0.150,-13.0,-2.0,-15.0,-0.1
782,Stephen Chubin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,10.1,0.0,0.2,4.0,9.9,4.8,5.8,1.4,1.4,3.8,3.9,,,12.8,226,,910,2284,.398,10,51,.196,900,2233,.403,.401,1074,1310,.820,214,214,861,885,,,2904,,14.7,.508,8.8,3.8,12.6,.108,,,,
783,Robert Churchwell,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.0,0.0,0.0,0.8,2.0,0.0,0.0,0.0,0.8,0.8,0.3,0.0,0.0,1.5,4,0,3,8,.375,0,0,,3,8,.375,.375,0,0,,0,3,3,1,0,0,6,,1.2,.375,-0.1,0.0,-0.1,-0.166,-7.8,-2.9,-10.6,0.0
784,Archie Clark,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,6.5,13.5,,,,,3.4,4.4,0.6,1.8,3.3,4.8,1.1,0.1,16.3,725,,4693,9784,.480,,,,,,,,2433,3163,.769,130,383,2427,3498,231,15,11819,,16.4,.529,44.1,20.5,64.7,.132,0.0,-0.4,-0.4,2.4
785,Carlos Clark,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,2.2,0.0,0.1,0.9,2.1,0.6,0.8,0.4,0.5,0.9,0.7,0.5,0.0,2.4,93,3,83,204,.407,0,7,.000,83,197,.421,.407,57,71,.803,36,50,86,65,43,3,223,,9.5,.474,-0.3,0.9,0.6,.044,-3.5,1.1,-2.3,0.0
786,Earl Clark,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,4.3,0.3,1.0,1.4,3.4,0.6,0.9,0.7,2.2,3.0,0.5,0.3,0.5,4.4,261,54,453,1125,.403,82,250,.328,371,875,.424,.439,150,226,.664,195,583,778,134,83,136,1138,,10.2,.465,-1.3,4.2,2.9,.038,-2.9,0.1,-2.8,-0.8
787,Gary Clark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.0,0.8,2.5,0.2,0.5,0.2,0.2,0.7,1.8,2.5,0.5,0.3,0.4,3.1,170,19,177,504,.351,139,427,.326,38,77,.494,.489,31,37,.838,117,314,431,84,52,62,524,,9.0,.504,1.0,2.0,3.0,.064,-1.8,-0.3,-2.1,0.0
788,Ian Clark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.2,5.0,0.7,2.1,1.4,2.8,0.5,0.6,0.2,1.1,1.3,1.2,0.4,0.1,5.6,330,9,718,1635,.439,240,705,.340,478,930,.514,.513,164,204,.804,65,375,440,385,128,44,1840,,10.3,.533,1.0,3.4,4.4,.047,-2.3,-0.8,-3.1,-1.3
789,Keon Clark,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,6.7,0.0,0.1,3.3,6.6,1.5,2.3,1.9,4.1,5.9,0.9,0.5,1.6,8.2,353,65,1179,2359,.500,1,19,.053,1178,2340,.503,.500,523,811,.645,655,1441,2096,322,184,571,2882,,15.4,.531,6.6,11.7,18.2,.110,-1.7,1.0,-0.7,2.6
790,Richard Clark,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,6.4,0.0,0.3,1.9,6.1,2.4,3.5,0.9,1.8,2.4,1.7,,,6.2,58,,110,372,.296,1,18,.056,109,354,.308,.297,137,203,.675,30,58,140,101,,,358,,4.3,.388,-1.6,1.5,-0.1,-0.006,,,,
791,Brandon Clarke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,7.9,0.3,0.9,4.4,7.0,1.4,2.0,1.8,3.8,5.6,1.4,0.7,0.9,10.9,181,21,840,1421,.591,48,163,.294,792,1258,.630,.608,248,355,.699,324,691,1015,262,131,167,1976,,20.5,.626,10.0,5.4,15.4,.187,1.9,1.0,2.9,4.9
792,Coty Clarke,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1.3,0.7,0.7,0.0,0.7,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,2.0,3,0,2,4,.500,2,2,1.000,0,2,.000,.750,0,0,,0,1,1,0,0,0,6,,23.9,.750,0.0,0.0,0.0,.025,15.5,1.0,16.5,0.0
793,Jordan Clarkson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,13.3,1.8,5.3,4.0,8.0,1.9,2.3,0.8,2.5,3.3,2.5,0.9,0.1,15.4,600,142,3495,7954,.439,1072,3169,.338,2423,4785,.506,.507,1154,1395,.827,501,1470,1971,1526,515,88,9216,,15.7,.538,13.5,8.1,21.7,.064,0.9,-1.4,-0.5,6.2
794,Gian Clavell,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,2.6,0.9,2.1,0.0,0.4,0.3,0.3,0.1,0.9,1.0,0.4,0.3,0.0,2.9,7,0,6,18,.333,6,15,.400,0,3,.000,.500,2,2,1.000,1,6,7,3,2,0,20,,7.4,.530,0.0,0.0,0.1,.042,-2.7,0.5,-2.2,0.0
795,Victor Claver,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,3.1,0.4,1.5,0.8,1.7,0.3,0.5,0.5,1.7,2.2,0.7,0.4,0.2,3.2,80,16,100,251,.398,34,116,.293,66,135,.489,.466,24,41,.585,43,135,178,56,30,16,258,,7.5,.479,-0.5,0.7,0.2,.011,-3.6,0.0,-3.6,-0.4
796,John Clawson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.1,4.4,0.0,0.0,2.1,4.4,0.5,0.8,1.0,1.8,2.8,0.7,,,4.7,70,,147,309,.476,0,0,,147,309,.476,.476,37,54,.685,71,124,195,51,,,331,,7.0,.497,0.6,0.8,1.3,.060,,,,
797,Charles Claxton,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.7,0.0,0.0,0.3,0.7,0.0,0.7,0.7,0.0,0.7,0.0,0.0,0.3,0.7,3,0,1,2,.500,0,0,,1,2,.500,.500,0,2,.000,2,0,2,0,0,1,2,,0.2,.347,0.0,0.0,0.0,-0.179,-16.3,-2.6,-18.9,0.0
798,Nic Claxton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,4.9,0.0,0.1,3.1,4.7,1.0,1.9,1.6,3.4,5.0,0.9,0.5,1.1,7.3,94,20,295,457,.646,2,12,.167,293,445,.658,.648,96,178,.539,153,321,474,87,48,99,688,,17.6,.643,3.6,2.2,5.8,.159,-0.2,0.6,0.3,1.0
799,Speedy Claxton,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.4,8.2,0.1,0.7,3.2,7.6,2.4,3.2,0.6,1.9,2.5,4.3,1.5,0.1,9.3,334,128,1126,2753,.409,42,218,.193,1084,2535,.428,.417,802,1053,.762,194,636,830,1441,503,40,3096,,14.5,.481,4.7,9.5,14.2,.080,-1.4,1.1,-0.3,3.6
800,Jim Cleamons,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.4,7.5,0.1,0.4,3.4,7.4,1.4,1.8,1.1,2.3,3.0,3.9,1.0,0.2,8.3,652,,2242,4870,.460,7,31,.226,2235,4839,.462,.461,921,1204,.765,570,1205,1981,2531,533,120,5412,,12.6,.501,16.4,12.7,29.1,.082,-0.4,0.1,-0.3,6.6
801,Mateen Cleaves,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,3.6,0.1,0.3,1.3,3.3,0.8,1.1,0.2,0.9,1.0,1.9,0.4,0.0,3.6,167,10,233,599,.389,12,45,.267,221,554,.399,.399,131,180,.728,33,142,175,310,67,5,609,,8.5,.449,-2.2,1.4,-0.8,-0.021,-4.4,-1.2,-5.6,-1.7
802,Barry Clemens,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,6.3,,,,,1.0,1.3,0.5,1.5,3.2,1.1,0.7,0.1,6.7,790,,2262,4987,.454,,,,,,,,788,1043,.756,102,295,2532,905,131,11,5312,,12.4,.488,7.7,10.9,18.6,.071,-1.7,0.8,-0.9,0.7
803,Chris Clemons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,4.3,1.1,3.2,0.6,1.1,0.3,0.3,0.1,0.8,0.9,0.8,0.3,0.2,4.9,33,0,57,142,.401,37,107,.346,20,35,.571,.532,10,11,.909,4,26,30,27,9,6,161,,13.1,.548,0.1,0.2,0.4,.058,0.3,-1.3,-1.0,0.1
804,Antonius Cleveland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1.3,0.1,0.3,0.3,1.0,0.3,0.4,0.2,0.6,0.8,0.1,0.3,0.3,1.2,28,0,12,35,.343,3,7,.429,9,28,.321,.386,7,11,.636,5,16,21,3,8,8,34,,4.0,.427,-0.3,0.2,-0.1,-0.025,-8.0,1.5,-6.5,-0.2
805,Nat Clifton,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.8,10.6,,,,,2.4,3.7,,,8.2,2.5,,,10.0,544,,2082,5766,.361,,,,,,,,1280,2021,.633,,,4469,1367,,,5444,,14.3,.409,-0.8,15.9,15.0,.052,,,,
806,Bill Closs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,10.3,,,,,2.5,3.4,,,5.0,1.9,,,9.0,186,,605,1918,.315,,,,,,,,459,639,.718,,,605,346,,,1669,,10.5,.379,-1.8,8.9,7.1,-0.001,,,,
807,Keith Closs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,3.3,0.0,0.0,1.5,3.3,0.8,1.3,1.0,1.8,2.9,0.3,0.2,1.3,3.9,130,7,201,427,.471,0,4,.000,201,423,.475,.471,100,165,.606,133,239,372,44,28,163,502,,14.2,.502,0.8,1.0,1.9,.055,-2.1,0.2,-1.9,0.0
