,Player,Eligible,Hall_of_Fame,MVP,Finals_MVP,NBA_Champ,All_NBA,All_Defensive,Def_POY,All_Star,Scoring_Champ,TRB_Champ,AST_Champ,STL_Champ,BLK_Champ,All_ABA,ABA_Champ,ROY,FG_per_game,FGA_per_game,3P_per_game,3PA_per_game,2P_per_game,2PA_per_game,FT_per_game,FTA_per_game,ORB_per_game,DRB_per_game,TRB_per_game,AST_per_game,STL_per_game,BLK_per_game,PTS_per_game,G_totals,GS_totals,FG_totals,FGA_totals,FG%_totals,3P_totals,3PA_totals,3P%_totals,2P_totals,2PA_totals,2P%_totals,eFG%_totals,FT_totals,FTA_totals,FT%_totals,ORB_totals,DRB_totals,TRB_totals,AST_totals,STL_totals,BLK_totals,PTS_totals,Trp_Dbl_totals,PER_advanced,TS%_advanced,OWS_advanced,DWS_advanced,WS_advanced,WS/48_advanced,OBPM_advanced,DBPM_advanced,BPM_advanced,VORP_advanced
2269,Dwayne Jones,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.8,0.0,0.0,0.4,0.8,0.5,1.0,1.0,1.3,2.3,0.1,0.1,0.4,1.3,82,0,33,65,.508,0,1,.000,33,64,.516,.508,41,83,.494,86,105,191,12,11,29,107,,10.1,.527,0.5,0.9,1.4,.104,-4.0,-0.2,-4.2,-0.4
2270,Dwight Jones,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,6.8,0.0,0.0,3.2,6.8,1.7,2.3,1.9,4.0,5.9,1.2,0.6,0.5,8.1,766,20,2459,5216,.471,1,2,.500,2458,5214,.471,.472,1311,1772,.740,1456,3057,4513,911,429,397,6230,,13.2,.520,13.2,14.4,27.6,.081,-1.1,-0.5,-1.6,1.6
2271,Earl Jones,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.9,0.0,0.0,0.4,0.9,0.2,0.3,0.3,0.4,0.7,0.3,0.0,0.1,0.9,14,0,5,13,.385,0,0,,5,13,.385,.385,3,4,.750,4,6,10,4,0,1,13,,0.2,.440,-0.1,0.1,-0.1,-0.090,-10.8,-1.6,-12.4,-0.1
2272,Eddie Jones,1,0,0,0,0,1,3,0,3,0,0,0,1,0,0,0,0,5.2,11.8,1.6,4.3,3.5,7.5,2.9,3.6,0.8,3.2,4.0,2.9,1.7,0.6,14.8,954,902,4932,11286,.437,1546,4147,.373,3386,7139,.474,.505,2745,3394,.809,761,3096,3857,2812,1620,580,14155,,16.7,.554,57.1,43.5,100.6,.147,1.6,1.5,3.1,42.3
2273,Edgar Jones,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,6.6,0.0,0.2,3.3,6.4,2.3,3.2,1.5,3.3,4.8,0.9,0.6,1.3,9.0,363,91,1207,2384,.506,16,61,.262,1191,2323,.513,.510,827,1164,.710,562,1183,1745,331,220,455,3257,1,15.1,.562,6.7,8.3,15.0,.103,-1.5,0.8,-0.7,2.2
2274,Fred Jones,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,6.2,0.8,2.3,1.7,3.9,1.6,2.0,0.4,1.9,2.2,2.3,0.8,0.3,7.5,430,78,1090,2651,.411,346,979,.353,744,1672,.445,.476,680,841,.809,157,801,958,990,336,115,3206,,11.3,.531,7.6,8.9,16.5,.077,-1.4,0.4,-1.0,2.6
2275,Herbert Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,7.4,0.7,2.2,2.8,5.2,1.8,2.1,1.3,2.5,3.8,2.1,1.7,0.8,9.5,78,69,274,576,.476,57,169,.337,217,407,.533,.525,137,163,.840,98,198,296,167,130,60,742,,12.3,.573,2.1,2.5,4.6,.096,-2.0,1.5,-0.5,0.9
2276,Hutch Jones,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,3.1,0.0,0.0,1.3,3.1,0.5,0.8,0.8,0.5,1.3,0.3,0.3,0.0,3.2,13,0,17,40,.425,0,0,,17,40,.425,.425,7,10,.700,10,7,17,4,4,0,41,,9.2,.462,0.0,0.0,0.0,-0.003,-3.1,-0.9,-4.0,-0.1
2277,Jake Jones,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,4.2,,,,,1.2,1.8,,,1.5,0.7,,,4.5,17,,28,72,.389,,,,,,,,20,31,.645,,,26,12,,,76,,8.6,.444,-0.1,0.1,0.0,-0.009,,,,
2278,Jalen Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,4.1,0.6,1.7,1.0,2.4,1.0,1.4,0.8,1.5,2.3,0.3,0.4,0.1,4.8,32,0,52,130,.400,20,54,.370,32,76,.421,.477,31,46,.674,24,48,72,11,14,3,155,,11.0,.516,0.1,0.2,0.4,.043,-2.8,-2.2,-5.1,-0.3
2279,James Jones,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1.7,4.2,1.1,2.7,0.6,1.5,0.7,0.9,0.3,1.5,1.8,0.5,0.3,0.3,5.2,709,93,1205,3003,.401,776,1937,.401,429,1066,.402,.530,531,632,.840,226,1050,1276,366,226,218,3717,,11.3,.566,15.2,10.0,25.2,.109,0.0,-0.1,-0.1,5.4
2280,Jemerrio Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,4.5,0.3,1.3,1.5,3.3,0.1,0.3,2.3,4.3,6.5,1.6,1.0,0.6,3.9,8,2,14,36,.389,2,10,.200,12,26,.462,.417,1,2,.500,18,34,52,13,8,5,31,,12.4,.420,0.0,0.3,0.3,.092,-2.1,2.2,0.1,0.1
2281,Jimmy Jones,1,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,6.3,12.4,0.0,0.1,6.3,12.4,3.9,5.0,1.1,3.0,4.3,4.5,1.2,0.2,16.6,686,,4344,8530,.509,10,40,.250,4334,8490,.510,.510,2668,3398,.785,683,1804,2930,3069,265,47,11366,,17.1,.567,53.2,25.6,78.8,.161,0.3,0.7,1.0,4.3
2282,Johnny Jones,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.1,5.8,0.0,0.1,2.1,5.8,1.0,1.7,1.9,2.2,2.9,0.8,,,5.2,80,,167,466,.358,0,3,.000,167,463,.361,.358,83,139,.597,54,63,231,60,,,417,,10.5,.396,-1.9,1.3,-0.6,-0.029,,,,
2283,Jumaine Jones,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,6.5,0.9,2.6,1.8,3.9,0.7,0.9,1.2,3.0,4.2,0.9,0.7,0.3,7.1,471,115,1294,3052,.424,425,1218,.349,869,1834,.474,.494,312,443,.704,552,1435,1987,408,307,144,3325,,12.5,.512,7.4,7.7,15.1,.074,-0.5,-0.7,-1.2,2.1
2284,K.C. Jones,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2.8,7.3,,,,,1.7,2.7,,,3.5,4.3,,,7.4,676,,1919,4961,.387,,,,,,,,1173,1814,.647,,,2399,2908,,,5011,1,10.4,.435,0.7,37.9,38.6,.106,,,,
2285,Kai Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.7,0.0,0.1,0.4,0.6,0.1,0.4,0.1,0.4,0.5,0.2,0.0,0.1,1.0,21,0,9,14,.643,1,2,.500,8,12,.667,.679,3,8,.375,3,8,11,4,1,2,22,,9.2,.628,0.0,0.0,0.0,.009,-5.2,-1.4,-6.6,-0.1
2286,Kevin Jones,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,3.3,0.0,0.0,1.3,3.3,0.3,0.5,1.2,1.3,2.4,0.3,0.3,0.2,3.0,32,0,43,107,.402,0,0,,43,107,.402,.402,9,15,.600,38,40,78,10,9,5,95,,11.1,.418,0.1,0.2,0.2,.032,-1.9,-2.2,-4.1,-0.2
2287,Larry Jones,1,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,6.8,14.9,0.3,1.2,6.5,13.9,5.3,6.7,1.7,2.9,4.9,3.7,1.2,0.3,19.1,551,,3723,8210,.453,152,548,.277,3571,7662,.466,.463,2907,3666,.793,777,1292,2725,2030,85,18,10505,,18.9,.535,38.3,18.2,56.4,.143,-0.4,0.2,-0.2,0.9
2288,Major Jones,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,3.7,0.0,0.0,1.8,3.7,0.8,1.3,1.4,2.2,3.5,0.6,0.4,0.5,4.4,374,15,678,1385,.490,1,9,.111,677,1376,.492,.490,286,488,.586,518,805,1323,215,133,169,1643,,11.3,.514,0.8,4.7,5.5,.052,-2.1,-0.5,-2.6,-0.8
2289,Mark Jones,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,3.1,0.0,0.4,0.9,2.7,0.5,1.0,0.6,0.7,1.3,0.6,0.5,0.2,2.3,10,0,9,31,.290,0,4,.000,9,27,.333,.290,5,10,.500,6,7,13,6,5,2,23,,4.4,.325,-0.2,0.1,-0.1,-0.033,-5.9,-1.0,-6.9,-0.1
2290,Mason Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,3.8,0.7,1.9,0.9,1.9,1.4,2.2,0.2,1.6,1.8,1.3,0.3,0.0,5.4,36,1,59,138,.428,25,70,.357,34,68,.500,.518,52,79,.658,8,57,65,46,9,1,195,,12.9,.564,0.2,0.2,0.4,.051,-1.4,-1.0,-2.4,0.0
2291,Nick Jones,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,5.0,0.0,0.2,2.0,5.0,1.1,1.5,0.6,0.3,1.1,1.3,,,5.2,198,,405,987,.410,0,2,.000,405,985,.411,.410,221,290,.762,6,3,225,254,,,1031,,10.2,.462,0.2,1.7,1.9,.040,,,,
2292,Ozell Jones,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,2.6,0.0,0.0,1.5,2.6,0.5,1.2,0.9,2.5,3.4,0.8,0.5,0.8,3.5,70,6,106,182,.582,0,1,.000,106,181,.586,.582,33,83,.398,65,175,240,56,32,58,245,,11.1,.561,0.0,1.2,1.2,.066,-2.6,1.6,-1.0,0.2
2293,Perry Jones,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,3.2,0.3,0.9,1.1,2.4,0.4,0.7,0.3,1.4,1.8,0.4,0.3,0.2,3.4,143,21,195,464,.420,36,123,.293,159,341,.466,.459,62,94,.660,46,206,252,54,36,33,488,,8.5,.483,0.0,1.7,1.7,.048,-3.0,-0.5,-3.5,-0.6
2294,Popeye Jones,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,6.6,0.0,0.2,2.9,6.4,1.0,1.4,3.0,4.4,7.4,1.3,0.6,0.3,7.0,535,304,1574,3523,.447,25,89,.281,1549,3434,.451,.450,553,736,.751,1623,2358,3981,696,300,161,3726,,13.3,.484,11.1,10.9,22.0,.084,-1.5,-1.2,-2.7,-2.1
2295,Rich Jones,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,6.2,14.8,0.3,0.9,5.9,13.9,2.9,3.8,2.2,5.2,7.4,2.7,1.0,0.3,15.6,508,,3153,7503,.420,131,432,.303,3022,7071,.427,.429,1485,1931,.769,1120,2639,3759,1394,277,77,7922,,14.1,.474,6.5,18.2,24.7,.070,-0.7,-0.6,-1.4,1.5
2296,Robin Jones,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4.3,,,,,0.9,1.6,1.4,2.7,4.1,1.1,0.5,0.5,4.9,75,,150,319,.470,,,,,,,,70,119,.588,108,202,310,82,38,39,370,,12.8,.498,0.7,1.5,2.1,.091,-0.4,0.4,-0.1,0.5
2297,Sam Jones,1,1,0,0,10,3,0,0,5,0,0,0,0,0,0,0,0,7.2,15.8,,,,,3.3,4.1,,,4.9,2.5,,,17.7,871,,6271,13745,.456,,,,,,,,2869,3572,.803,,,4305,2209,,,15411,,18.7,.503,48.6,43.7,92.3,.182,,,,
2298,Shelton Jones,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,4.1,0.0,0.0,1.8,4.1,1.1,1.6,0.6,1.6,2.2,0.8,0.4,0.3,4.8,51,34,93,209,.445,0,1,.000,93,208,.447,.445,58,80,.725,32,81,113,42,21,15,244,,10.4,.500,-0.1,0.4,0.3,.022,-2.4,-0.9,-3.3,-0.2
2299,Solomon Jones,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,2.3,0.0,0.0,1.1,2.3,0.8,1.2,0.9,1.4,2.3,0.4,0.2,0.5,3.0,281,12,301,645,.467,1,9,.111,300,636,.472,.467,236,329,.717,257,397,654,99,58,154,839,,10.2,.531,1.7,3.4,5.0,.078,-4.3,0.3,-4.0,-1.6
2300,Steve Jones,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5.9,13.2,0.3,0.9,5.6,12.4,3.2,3.8,1.0,2.3,3.5,2.2,0.4,0.1,15.2,704,,4132,9310,.444,186,550,.338,3946,8760,.450,.454,2222,2702,.822,652,1472,2467,1515,96,28,10672,,13.8,.508,21.0,15.9,36.9,.084,-2.1,-1.5,-3.6,-1.9
2301,Terrence Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,8.4,0.4,1.3,3.8,7.1,1.6,2.5,1.7,4.0,5.7,1.0,0.6,1.2,10.4,234,118,985,1968,.501,93,313,.297,892,1655,.539,.524,368,593,.621,395,939,1334,238,146,270,2431,,17.1,.545,7.7,7.0,14.7,.127,0.4,0.1,0.5,3.6
2302,Tre Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,3.9,0.1,0.5,1.8,3.4,0.8,1.0,0.3,1.3,1.7,2.6,0.5,0.1,4.8,106,12,203,417,.487,13,56,.232,190,361,.526,.502,88,110,.800,37,139,176,272,50,7,507,,14.4,.545,2.2,1.1,3.3,.110,-1.1,0.1,-1.0,0.3
2303,Tyus Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,5.5,0.7,1.9,1.7,3.6,0.7,0.9,0.2,1.5,1.8,3.7,1.0,0.1,6.2,455,72,1090,2505,.435,299,850,.352,791,1655,.478,.495,328,401,.818,103,696,799,1691,444,33,2807,,14.6,.523,12.3,7.0,19.3,.111,-0.2,0.6,0.4,5.1
2304,Wah Wah Jones,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,10.5,,,,,2.8,3.6,,,5.1,3.1,,,10.2,140,,521,1467,.355,,,,,,,,386,510,.757,,,408,429,,,1428,,13.6,.422,4.5,4.3,8.8,.028,,,,
2305,Wali Jones,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0,9.7,0.1,0.4,4.0,9.7,1.9,2.4,0.2,0.8,2.2,3.1,0.5,0.0,9.8,678,,2690,6578,.409,6,25,.240,2684,6553,.410,.409,1286,1604,.802,15,71,1471,2099,48,3,6672,,11.0,.458,1.7,14.4,16.1,.049,-3.0,-0.4,-3.4,-0.5
2306,Wil Jones,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,4.9,10.6,0.0,0.1,4.9,10.5,1.9,2.6,2.9,4.7,7.7,2.0,1.2,0.8,11.7,725,,3541,7720,.459,12,84,.143,3529,7636,.462,.459,1388,1893,.733,2118,3442,5560,1446,469,329,8482,,13.5,.496,11.9,25.2,37.2,.081,-1.0,0.4,-0.6,4.5
2307,Willie Jones,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,7.9,,,,,1.2,1.7,,,2.8,2.0,,,7.4,272,,846,2153,.393,,,,,,,,324,475,.682,,,767,545,,,2016,,11.2,.427,-2.2,3.1,0.8,.009,,,,
2308,Adonis Jordan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.7,0.3,1.2,0.5,1.5,0.2,0.4,0.3,0.3,0.6,2.2,0.3,0.1,2.1,10,0,8,27,.296,3,12,.250,5,15,.333,.352,2,4,.500,3,3,6,22,3,1,21,,8.0,.365,-0.1,0.1,0.0,-0.015,-1.6,-1.4,-2.9,0.0
2309,Charles Jordan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,5.3,0.0,0.1,2.3,5.1,0.6,1.0,1.3,1.7,3.0,0.7,0.5,0.2,5.2,71,,162,373,.434,2,10,.200,160,363,.441,.437,43,72,.597,94,122,216,53,33,13,369,,9.7,.456,-0.6,0.9,0.3,.014,-4.6,-0.8,-5.4,-0.7
2310,DeAndre Jordan,0,0,0,0,0,3,2,0,1,0,2,0,0,0,0,0,0,3.7,5.5,0.0,0.0,3.7,5.5,1.7,3.6,3.1,7.3,10.3,1.0,0.5,1.5,9.1,980,776,3619,5377,.673,1,12,.083,3618,5365,.674,.673,1694,3563,.475,3001,7141,10142,932,537,1502,8933,,18.5,.643,51.6,42.8,94.4,.173,0.6,0.7,1.3,21.9
2311,Eddie Jordan,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.2,7.8,0.1,0.4,3.2,7.5,1.7,2.2,0.5,1.4,1.9,3.8,1.8,0.2,8.1,420,0,1349,3256,.414,22,98,.224,1327,3158,.420,.418,694,909,.763,216,572,788,1595,766,96,3414,1,13.1,.467,-3.5,12.3,8.8,.050,-1.9,1.6,-0.3,3.6
2312,Jerome Jordan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,0.0,0.0,1.0,2.0,0.7,0.8,1.0,1.0,2.0,0.3,0.1,0.3,2.8,65,0,67,127,.528,0,0,,67,127,.528,.528,46,54,.852,66,66,132,17,9,21,180,,17.1,.597,1.2,0.5,1.7,.168,-0.4,-0.6,-1.0,0.1
2313,Michael Jordan,1,1,5,6,6,11,9,1,14,10,0,0,3,0,0,0,1,11.4,22.9,0.5,1.7,10.8,21.2,6.8,8.2,1.6,4.7,6.2,5.3,2.3,0.8,30.1,1072,1039,12192,24537,.497,581,1778,.327,11611,22759,.510,.509,7327,8772,.835,1668,5004,6672,5633,2514,893,32292,28,27.9,.569,149.9,64.1,214.0,.250,7.2,2.0,9.2,116.1
2314,Reggie Jordan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.3,0.0,0.0,1.0,2.2,0.7,1.2,1.0,0.9,1.8,1.0,0.5,0.2,2.7,186,2,182,420,.433,2,6,.333,180,414,.435,.436,134,229,.585,180,163,343,190,92,31,500,,14.1,.480,1.3,1.8,3.0,.087,-0.5,1.0,0.5,1.1
2315,Thomas Jordan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,10.3,0.0,0.0,4.5,10.3,2.0,4.3,1.3,3.5,4.8,0.8,0.8,1.3,11.0,4,0,18,41,.439,0,0,,18,41,.439,.439,8,17,.471,5,14,19,3,3,5,44,,6.9,.454,-0.3,0.1,-0.2,-0.100,-7.3,-0.8,-8.1,-0.2
2316,Walter Jordan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.5,0.0,0.0,1.0,2.5,0.3,0.6,0.8,0.6,1.4,0.4,0.4,0.2,2.3,30,,29,75,.387,0,0,,29,75,.387,.387,10,17,.588,23,19,42,11,11,5,68,,8.5,.412,-0.3,0.2,-0.1,-0.021,-4.2,-0.3,-4.6,-0.2
2317,Phil Jordon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,11.2,,,,,2.0,2.9,,,6.9,1.7,,,10.9,442,,1965,4941,.398,,,,,,,,903,1302,.694,,,3028,769,,,4833,,13.4,.438,2.1,7.8,9.9,.044,,,,
2318,Johnny Jorgensen,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,2.4,,,,,0.5,0.7,,,,0.6,,,2.3,51,,45,123,.366,,,,,,,,25,34,.735,,,,33,,,115,,,.417,0.7,0.6,1.3,,,,,
2319,Noble Jorgensen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,8.3,,,,,2.8,3.8,,,4.3,1.2,,,8.8,268,,801,2226,.360,,,,,,,,761,1026,.742,,,862,324,,,2363,,13.1,.441,9.0,4.4,13.5,.118,,,,
2320,Roger Jorgensen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.9,,,,,0.5,0.7,,,,0.0,,,1.5,28,,14,54,.259,,,,,,,,13,19,.684,,,,1,,,41,,,.329,0.2,-0.1,0.1,,,,,
2321,Cory Joseph,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.7,6.2,0.6,1.6,2.2,4.6,1.1,1.3,0.5,2.1,2.6,3.0,0.8,0.2,7.1,728,173,1993,4492,.444,403,1172,.344,1590,3320,.479,.489,772,981,.787,369,1515,1884,2186,562,167,5161,,12.1,.524,13.8,14.8,28.7,.085,-1.5,0.4,-1.1,3.9
2322,Garth Joseph,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1.3,0.0,0.0,0.3,1.3,0.0,0.5,0.5,0.0,0.5,0.3,0.0,0.3,0.5,4,0,1,5,.200,0,0,,1,5,.200,.200,0,2,.000,2,0,2,1,0,1,2,,-5.0,.170,-0.1,0.0,-0.1,-0.345,-13.6,-6.3,-19.9,-0.1
2323,Kris Joseph,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1.4,0.0,0.3,0.2,1.1,0.5,0.8,0.1,0.6,0.7,0.1,0.3,0.0,0.9,10,0,2,14,.143,0,3,.000,2,11,.182,.143,5,8,.625,1,6,7,1,3,0,9,,0.6,.257,-0.2,0.1,-0.1,-0.127,-8.7,-1.2,-9.9,-0.1
2324,Yvon Joseph,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0,0,0,,0,0,,0,0,,,2,2,1.000,0,0,0,0,0,0,2,,12.8,1.136,0.0,0.0,0.0,.309,0.4,0.4,0.7,0.0
2325,Kevin Joyce,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,11.0,0.1,0.5,4.4,10.6,1.5,1.8,0.6,1.1,1.7,3.2,0.9,0.2,10.6,180,,815,1988,.410,15,81,.185,800,1907,.420,.414,261,332,.786,100,204,304,580,170,34,1906,,10.0,.447,0.2,2.6,2.8,.029,-2.7,-0.9,-3.7,-2.0
2326,Butch Joyner,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,,,0.0,2,,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,,,0,,-0.3,,0.0,0.0,0.0,.038,,,,
2327,Jeff Judkins,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,4.6,0.1,0.4,2.1,4.3,1.0,1.2,0.6,1.0,1.6,1.0,0.5,0.1,5.4,272,0,596,1248,.478,23,73,.315,573,1175,.488,.487,267,329,.812,163,264,427,282,147,26,1482,,12.9,.532,3.7,2.6,6.3,.088,-1.0,-0.1,-1.1,0.8
2328,Mfiondu Kabengele,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,2.4,0.4,1.4,0.5,1.0,0.4,0.5,0.3,1.1,1.4,0.4,0.2,0.3,2.7,51,0,47,121,.388,22,70,.314,25,51,.490,.479,21,25,.840,13,58,71,19,10,15,137,,11.2,.519,0.0,0.4,0.4,.054,-3.1,0.0,-3.1,-0.1
2329,Whitey Kachan,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7,2.7,,,,,0.7,1.1,,,,0.7,,,2.2,52,,38,142,.268,,,,,,,,36,56,.643,,,,37,,,112,,,.336,-0.2,0.9,0.7,,,,,
2330,George Kaftan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,7.5,,,,,2.0,3.1,,,3.1,1.9,,,7.5,212,,586,1585,.370,,,,,,,,422,649,.650,,,424,399,,,1594,,13.8,.426,5.8,3.1,8.9,.057,,,,
2331,Ed Kalafat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,6.8,,,,,2.4,3.4,,,5.7,1.5,,,7.1,209,,490,1422,.345,,,,,,,,494,718,.688,,,1182,310,,,1474,,11.6,.424,0.7,4.6,5.3,.059,,,,
2332,Georgios Kalaitzakis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,5.2,0.8,2.0,1.6,3.2,1.1,2.3,0.5,1.2,1.6,0.9,0.8,0.2,6.6,13,4,31,67,.463,10,26,.385,21,41,.512,.537,14,30,.467,6,15,21,12,11,2,86,,8.6,.536,-0.3,0.2,-0.1,-0.024,-5.1,-1.9,-7.0,-0.3
2333,Chris Kaman,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.7,9.6,0.0,0.0,4.7,9.5,1.8,2.5,2.0,5.6,7.6,1.3,0.4,1.3,11.2,735,538,3432,7023,.489,1,24,.042,3431,6999,.490,.489,1343,1808,.743,1487,4095,5582,921,322,931,8208,,14.9,.525,0.4,24.2,24.6,.060,-1.9,-0.1,-1.9,0.4
2334,Frank Kaminsky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,7.9,1.1,3.2,2.3,4.7,1.5,2.1,0.8,3.3,4.1,1.6,0.4,0.4,9.4,377,49,1275,2971,.429,415,1193,.348,860,1778,.484,.499,576,775,.743,293,1234,1527,619,168,142,3541,,14.1,.535,7.6,7.7,15.2,.092,0.0,-0.3,-0.3,3.4
2335,Ralph Kaplowitz,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.1,7.8,,,,,1.5,2.0,,,,0.5,,,5.6,105,,217,824,.263,,,,,,,,158,211,.749,,,,57,,,592,,,.323,1.7,3.5,5.2,,,,,
2336,Jason Kapono,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.6,5.9,0.9,2.1,1.7,3.9,0.5,0.6,0.3,1.3,1.7,0.8,0.4,0.0,6.7,509,87,1336,3026,.442,457,1054,.434,879,1972,.446,.517,269,322,.835,165,679,844,417,180,25,3398,,10.5,.536,5.8,4.5,10.3,.055,-1.4,-1.2,-2.6,-1.3
2337,Tony Kappen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,9.1,,,,,2.2,2.7,,,,0.5,,,6.5,59,,128,537,.238,,,,,,,,128,161,.795,,,,28,,,384,,,.316,0.9,-0.2,0.7,,,,,
2338,Sergey Karasev,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.6,0.3,1.2,0.7,1.4,0.7,0.8,0.3,1.2,1.5,0.9,0.3,0.0,3.0,95,22,96,243,.395,31,110,.282,65,133,.489,.459,64,76,.842,30,110,140,87,32,4,287,,8.7,.519,0.3,0.5,0.8,.036,-3.0,-0.4,-3.4,-0.4
2339,Coby Karl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.4,0.3,1.0,0.6,1.4,0.5,0.7,0.3,1.0,1.3,1.0,0.3,0.1,2.4,24,1,20,58,.345,6,24,.250,14,34,.412,.397,12,16,.750,7,25,32,24,7,3,58,,9.2,.446,-0.2,0.2,0.0,-0.006,-3.2,-0.2,-3.3,-0.1
2340,George Karl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,5.5,0.1,0.2,2.5,5.3,1.3,1.7,0.4,1.0,1.4,3.0,0.9,0.1,6.5,264,,674,1449,.465,12,54,.222,662,1395,.475,.469,343,440,.780,105,264,369,795,232,20,1703,,13.2,.518,3.6,4.1,7.7,.083,-1.0,0.3,-0.7,1.4
